Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,WHIP,BABIP,FIP,xFIP,GB%,FB%,SwStr%,PlayerId
Arij Fransen,CIN,AA,24,4,4,6.34,30,0,0,0,0,5,,55.1,265,54,48,41,6,7,1,49,7.97,6.67,1.20,0.49,18.5,15.5,3.0,1.72,0.307,4.67,4.64,53.9,21.2,8.8,sa3015369
Adrian Rodriguez,TEX,"A,A+,CPX",24,4,1,3.76,30,0,0,0,2,3,,40.2,176,28,17,30,2,12,0,69,15.27,6.64,2.30,0.22,39.2,17.0,22.2,1.43,0.365,2.98,3.33,40.5,37.8,16.9,sa3015385
Eiberson Castellano,PHI,"A+,AA",24,4,3,6.44,21,2,0,0,0,2,,36.1,172,41,29,17,5,5,2,39,9.66,4.21,2.29,0.99,22.7,9.9,12.8,1.60,0.346,4.39,3.99,47.7,29.9,12.3,sa3015414
Jose Gonzalez,TEX,"A+,AA",23,6,9,2.97,23,22,0,0,0,0,,115,478,107,46,24,10,7,0,114,8.92,1.88,4.75,0.55,23.8,5.0,18.8,1.14,0.310,3.10,3.59,38.8,39.7,14.8,sa3015415
Alberto Pacheco,COL,A+,22,7,9,6.53,29,21,0,0,0,1,,113,524,134,88,58,14,5,2,89,7.09,4.62,1.53,1.27,17.0,11.1,5.9,1.70,0.340,5.63,5.47,39.9,38.2,9.8,sa3015421
Jean Cabrera,PHI,AA,23,6,9,3.81,26,26,0,0,0,0,,137,573,107,62,61,8,8,3,127,8.34,4.01,2.08,0.72,22.2,10.6,11.5,1.23,0.262,3.99,4.05,44.5,35.0,11.7,sa3015433
Jose Rodriguez,LAD,"AA,AAA",23,9,2,5.50,45,2,0,0,4,4,,54,246,47,34,35,4,10,2,84,14.00,5.83,2.40,1.33,34.1,14.2,19.9,1.52,0.339,4.83,4.42,36.4,38.8,17.2,sa3015437
Roque Gutierrez,LAD,"A+,AA",22,7,2,4.69,25,12,0,0,1,0,,94,408,95,53,42,1,6,0,103,9.86,4.02,2.45,1.34,25.2,10.3,15.0,1.46,0.327,4.55,3.71,44.9,35.2,14.6,sa3015440
Yoniel Curet,TBR,"AA,AAA,CPX",22,3,3,3.90,16,14,0,0,0,0,,55.1,243,48,27,31,10,2,1,62,10.08,5.04,2.00,0.33,25.5,12.8,12.8,1.43,0.333,3.85,4.52,37.4,32.4,10.8,sa3015446
Ignacio Briceno,DET,A,24,4,5,3.06,32,0,0,0,3,2,,50,218,46,28,23,2,1,4,43,7.74,4.14,1.87,0.00,19.7,10.6,9.2,1.38,0.307,3.33,4.19,39.4,28.9,8.1,sa3015459
Brayan Restituyo,OAK,A,23,3,3,5.43,40,1,0,0,0,4,,58,269,59,41,26,6,6,0,72,11.17,4.03,2.77,0.93,26.8,9.7,17.1,1.47,0.333,4.52,4.16,37.4,42.6,14.0,sa3015461
Fernando Vasquez,SFG,"A,CPX,DSL",23,0,0,2.48,22,0,0,0,2,0,,29,124,18,9,19,3,7,4,36,11.17,5.90,1.89,0.00,29.0,15.3,13.7,1.28,0.273,4.00,4.84,34.9,46.0,17.6,sa3015475
Yordanny Monegro,BOS,AA,22,2,1,2.67,9,8,0,0,0,0,,33.2,137,32,12,8,1,1,2,49,13.10,2.14,6.13,0.80,35.8,5.8,29.9,1.19,0.382,2.34,1.70,57.0,19.0,15.0,sa3015476
Brayan Mendoza,MIA,A+,21,6,5,5.18,22,4,0,0,1,2,,80,365,81,54,42,7,3,2,73,8.21,4.73,1.74,0.56,20.0,11.5,8.5,1.54,0.319,4.23,4.31,45.7,31.2,9.9,sa3015477
Alimber Santa,HOU,"AA,AAA",22,3,2,2.31,46,0,0,0,2,2,,70,294,46,21,39,5,4,2,82,10.54,5.01,2.10,0.26,27.9,13.3,14.6,1.21,0.265,3.46,3.81,55.2,23.0,10.0,sa3015478
Johan Simon,TOR,"A,A+,AA",23,3,3,3.42,31,0,0,0,1,2,,71,315,67,33,29,4,10,6,79,10.01,3.68,2.72,0.38,25.1,9.2,15.9,1.35,0.320,3.20,3.23,64.0,17.8,14.4,sa3015481
Rayner Castillo,DET,A+,21,5,6,5.29,25,23,0,0,0,0,,98.2,432,97,62,46,5,5,2,80,7.30,4.20,1.74,1.09,18.5,10.6,7.9,1.45,0.294,4.92,4.16,50.2,27.9,9.2,sa3015487
Antwone Kelly,PIT,"A+,AA",21,3,3,3.02,25,25,0,0,0,0,,107.1,426,81,38,33,2,3,0,116,9.73,2.77,3.52,0.50,27.2,7.7,19.5,1.06,0.279,2.89,3.38,35.3,43.1,13.2,sa3015489
Jose Garces,PIT,"A,A+",21,2,5,3.40,41,0,0,0,3,1,,50.1,218,36,30,28,11,9,0,42,7.51,5.01,1.50,0.54,19.3,12.8,6.4,1.27,0.246,4.98,5.10,42.1,34.1,11.3,sa3015490
Jesus Clode,PIT,A,23,1,1,4.84,22,0,0,0,1,1,,22.1,94,19,15,7,1,1,0,20,8.06,2.82,2.86,2.01,21.3,7.4,13.8,1.16,0.230,5.74,3.82,38.6,36.8,13.7,sa3015491
Kelvin Ramirez,LAD,AA,24,2,2,4.13,44,0,0,0,0,4,,48,223,33,25,45,3,3,1,55,10.31,8.44,1.22,0.19,24.7,20.2,4.5,1.63,0.269,4.43,5.24,39.7,35.3,11.0,sa3015492
Lorenzo Encarnacion,ARI,"A,A+",23,3,6,6.05,16,13,0,0,0,1,,61,285,72,49,27,7,9,0,64,9.44,3.98,2.37,1.33,22.5,9.5,13.0,1.62,0.354,5.35,4.69,36.8,41.8,12.8,sa3015498
Joel Diaz,NYM,A+,21,5,5,3.80,25,18,0,0,0,1,,106.2,448,106,48,25,3,2,0,98,8.27,2.11,3.92,0.76,21.9,5.6,16.3,1.23,0.310,3.44,3.64,35.0,40.4,13.4,sa3015500
Gleiner Diaz,SEA,"A,CPX",21,6,3,7.15,29,0,0,0,4,5,,39,180,47,33,12,5,4,1,42,9.69,2.77,3.50,0.92,23.3,6.7,16.7,1.51,0.368,4.76,4.26,49.1,31.9,9.6,sa3015501
Danyony Pulido,PHI,"A,CPX",22,6,1,1.11,28,2,0,0,6,1,,40.2,163,19,9,21,5,3,0,49,10.84,4.65,2.33,0.00,30.1,12.9,17.2,0.98,0.216,3.06,3.73,43.7,32.2,16.9,sa3015502
Yaqui Rivera,BAL,AA,21,1,3,3.97,27,0,0,0,3,1,,34,157,30,21,25,3,6,3,47,12.44,6.62,1.88,0.79,29.9,15.9,14.0,1.62,0.342,4.14,3.89,40.5,32.9,14.8,sa3015504
Miguel Mendez,SDP,"A,A+,AA",22,8,7,3.22,21,21,0,0,0,0,,95,402,71,38,45,15,5,1,118,11.18,4.26,2.62,0.66,29.4,11.2,18.2,1.22,0.295,3.86,3.93,37.2,42.2,15.8,sa3015506
Carlos Marcano,DET,"A,A+",21,2,3,4.07,13,10,0,0,0,0,,48.2,215,51,23,26,2,1,2,34,6.29,4.81,1.31,1.29,15.8,12.1,3.7,1.58,0.301,5.64,4.82,44.7,33.6,7.5,sa3015509
Andy Luis,WSN,"A,CPX",22,1,1,4.07,23,0,0,0,1,3,,24.1,115,22,14,21,2,8,1,18,6.66,7.77,0.86,0.37,15.7,18.3,-2.6,1.77,0.288,5.46,5.39,60.9,20.3,10.3,sa3015633
Fidel Montero,CHW,DSL,21,4,2,4.40,16,1,0,0,2,3,,28.2,128,29,19,15,3,5,2,34,10.67,4.71,2.27,0.00,26.6,11.7,14.8,1.53,0.382,3.54,3.93,45.5,29.1,15.7,sa3015856
Jesus Luna,CLE,"A,A+",24,2,0,3.41,23,0,0,0,1,3,,31.2,145,20,13,27,4,5,0,24,6.82,7.67,0.89,0.28,16.6,18.6,-2.1,1.48,0.213,5.29,5.99,39.3,42.7,8.6,sa3015925
Yorman Gomez,CLE,"A+,AA",22,12,2,2.96,27,15,0,0,3,0,,121.2,504,93,41,48,3,6,1,139,10.28,3.55,2.90,0.30,27.6,9.5,18.1,1.16,0.287,2.76,3.34,40.1,37.8,14.5,sa3015931
Eurys Martich,HOU,"A,CPX",22,5,3,3.42,18,3,0,0,2,0,,52.2,229,36,27,38,3,9,2,65,11.11,6.49,1.71,0.34,28.4,16.6,11.8,1.41,0.281,3.93,3.99,46.2,30.3,16.2,sa3015933
Stiven Cruz,MIL,"A+,AA",23,3,2,4.39,35,1,0,0,2,2,,65.2,294,67,41,31,1,0,1,63,8.63,4.25,2.03,0.69,21.4,10.5,10.9,1.49,0.320,3.87,4.09,34.5,40.7,9.9,sa3015938
Antoni Cuello,STL,"A,CPX",22,2,2,4.91,16,0,0,0,1,1,,22,96,19,12,12,2,4,0,28,11.45,4.91,2.33,1.64,29.2,12.5,16.7,1.41,0.300,5.29,3.64,47.2,35.8,22.7,sa3015947
Darlin Saladin,STL,A+,22,3,5,4.85,26,13,0,0,2,0,,94.2,409,87,54,47,3,6,1,81,7.70,4.47,1.72,0.76,19.8,11.5,8.3,1.42,0.293,4.38,4.15,48.2,30.7,11.7,sa3015949
Mauricio Veliz,KCR,"A+,AA",22,3,4,6.17,31,5,0,0,2,1,,65.2,307,66,51,36,8,8,3,52,7.13,4.93,1.44,0.96,16.9,11.7,5.2,1.55,0.289,5.22,5.00,44.7,38.2,12.0,sa3015959
Ronny Chalas,DET,A,22,3,2,3.13,32,0,0,0,6,2,,54.2,230,40,21,28,3,2,2,44,7.24,4.61,1.57,0.49,19.1,12.2,7.0,1.24,0.243,4.35,5.01,34.4,46.1,12.0,sa3015970
Estibenzon Jimenez,PHI,"A+,AA",23,8,6,4.83,27,19,1,0,0,1,,123,523,122,69,34,6,6,1,116,8.49,2.49,3.41,1.46,22.2,6.5,15.7,1.27,0.294,4.54,3.92,34.6,45.5,13.9,sa3015983
Alexander Alberto,TBR,"A,A+",23,2,2,2.59,42,0,0,0,6,4,,48.2,209,36,16,21,8,10,0,64,11.84,3.88,3.05,0.18,30.6,10.0,20.6,1.17,0.304,2.87,3.18,54.4,23.7,15.7,sa3015986
Euri Montero,WSN,"A,A+,CPX",23,2,4,3.98,30,0,0,0,2,5,,43,190,51,26,14,5,3,0,23,4.81,2.93,1.64,0.42,12.1,7.4,4.7,1.51,0.336,4.39,4.64,49.0,29.4,11.3,sa3015989
Layonel Ovalles,NYM,"A,A+,CPX",22,4,0,2.17,27,0,0,0,2,1,,37.1,156,21,13,24,3,4,0,35,8.44,5.79,1.46,0.24,22.4,15.4,7.1,1.21,0.215,4.17,4.62,46.0,33.3,11.8,sa3015993
Pedro Reyes,PHI,CPX,22,0,3,7.82,12,2,0,0,2,1,,25.1,131,35,30,14,5,3,0,19,6.75,4.97,1.36,0.36,14.5,10.7,3.8,1.93,0.370,4.83,5.09,50.0,27.3,9.2,sa3015994
Anyelo Ovando,SEA,A,24,4,3,7.23,27,0,0,0,1,0,,37.1,184,46,31,24,5,8,1,38,9.16,5.79,1.58,0.48,20.7,13.0,7.6,1.88,0.383,4.99,5.35,37.9,38.8,11.0,sa3015996
Bruno Lopez,STL,"A,CPX",23,1,0,4.64,21,0,0,0,2,0,,21.1,102,12,13,21,5,1,2,41,17.30,8.86,1.95,0.42,40.2,20.6,19.6,1.55,0.324,3.98,4.32,17.6,64.7,21.3,sa3015999
John Stankiewicz,MIN,"AA,AAA",26,4,6,4.50,44,1,0,0,4,3,,56,240,47,31,31,0,5,1,55,8.84,4.98,1.77,0.64,22.9,12.9,10.0,1.39,0.287,4.08,4.51,38.4,39.7,12.5,sa3016001
Randel Clemente,STL,"A,A+,AA",23,3,2,4.25,39,0,0,0,4,3,,53,232,32,27,40,4,15,3,76,12.91,6.79,1.90,0.51,32.8,17.2,15.5,1.36,0.266,3.85,3.90,46.8,34.2,16.8,sa3016003
Kenyi Perez,CHC,A+,23,1,0,5.67,36,0,0,0,1,1,,39.2,197,31,26,46,11,4,1,55,12.48,10.44,1.20,0.23,27.9,23.4,4.6,1.94,0.357,5.27,5.64,47.1,32.9,10.2,sa3016008
Brayan Palencia,SFG,A+,22,5,2,4.34,30,5,0,0,1,2,,58,237,53,30,14,3,1,0,41,6.36,2.17,2.93,1.24,17.3,5.9,11.4,1.16,0.263,4.71,4.63,38.5,40.8,12.6,sa3016011
Deivy Cruz,BAL,A,21,3,1,3.57,29,0,0,0,2,2,,35.1,168,26,17,31,6,5,2,40,10.19,7.90,1.29,0.25,23.8,18.5,5.4,1.61,0.278,4.82,5.06,44.8,31.0,11.7,sa3016013
Ricardo Estrada,SFG,"A,CPX",23,5,2,2.10,22,3,0,0,4,1,,73,301,52,25,27,3,7,4,74,9.12,3.33,2.74,0.49,24.6,9.0,15.6,1.08,0.249,4.16,4.14,48.1,30.2,14.5,sa3016017
Gerelmi Maldonado,SFG,A,21,0,4,3.97,23,20,0,0,0,0,,59,272,49,34,44,6,11,4,69,10.53,6.71,1.57,0.31,25.4,16.2,9.2,1.58,0.311,4.65,4.81,57.4,27.7,12.9,sa3016018
Reynardo Cruz,CIN,"A,CPX",23,6,3,4.36,20,7,0,0,1,1,,66,295,50,36,43,9,7,2,67,9.14,5.86,1.56,0.55,22.7,14.6,8.1,1.41,0.267,4.95,5.03,44.3,35.4,12.8,sa3016032
Dikember Sanchez,MIL,"A,A+",21,2,3,10.80,24,0,0,0,1,0,,26.2,141,31,35,31,4,6,2,23,7.76,10.46,0.74,1.69,16.3,22.0,-5.7,2.32,0.333,8.15,6.63,41.5,34.1,9.2,sa3016033
Jordy Vargas,COL,"A+,CPX",21,0,5,7.18,14,14,0,0,0,0,,31.1,160,31,31,26,6,8,1,45,12.93,7.47,1.73,1.72,28.1,16.3,11.9,1.82,0.325,6.49,5.23,36.3,37.5,12.6,sa3016052
Ricardo Yan,ARI,A+,22,3,3,5.22,32,3,0,0,1,0,,70.2,327,56,43,55,16,10,2,71,9.04,7.00,1.29,0.64,21.7,16.8,4.9,1.57,0.283,5.37,5.82,45.9,38.1,11.9,sa3016056
Welinton Herrera,COL,"A+,AA",21,5,5,2.64,52,0,0,0,17,4,,64.2,272,49,23,25,4,3,4,99,13.78,3.48,3.96,0.28,36.4,9.2,27.2,1.14,0.331,2.02,2.41,39.0,29.8,16.7,sa3016061
Felipe De La Cruz,NYM,"AA,AAA",24,4,3,5.04,33,6,0,0,2,0,,64.1,283,56,39,32,4,4,3,90,12.59,4.48,2.81,1.40,31.8,11.3,20.5,1.37,0.313,4.27,3.37,43.2,32.9,16.2,sa3016065
Yokelvin Reyes,LAA,"A,CPX",21,4,1,2.13,18,6,0,0,1,0,,55,231,49,19,22,3,4,3,49,8.02,3.60,2.23,0.33,21.2,9.5,11.7,1.29,0.303,4.43,4.86,49.0,36.6,12.4,sa3016067
Allen Facundo,NYY,"A,CPX",22,1,1,1.85,10,9,0,0,0,0,,39,153,24,10,17,4,3,0,45,10.38,3.92,2.65,0.00,29.4,11.1,18.3,1.05,0.276,2.86,3.48,55.8,27.9,11.1,sa3016071
Junior William,TBR,"A,A+",25,5,3,4.38,32,0,0,0,2,4,,39,175,37,29,18,3,2,3,46,10.62,4.15,2.56,0.92,26.3,10.3,16.0,1.41,0.317,4.00,3.69,41.9,36.2,14.6,sa3016072
Jawilme Ramirez,STL,A+,23,5,3,3.02,39,0,0,0,2,1,,59.2,260,50,28,31,6,8,0,53,7.99,4.68,1.71,0.75,20.4,11.9,8.5,1.36,0.273,4.58,4.71,40.9,45.1,10.5,sa3016204
Darlin Pinales,ARI,A,22,1,3,5.90,35,0,0,0,4,2,,39.2,183,31,30,32,7,3,3,56,12.71,7.26,1.75,0.45,30.6,17.5,13.1,1.59,0.337,4.78,4.52,60.7,21.4,14.4,sa3016211
Gerardo Salas,STL,A+,22,4,13,8.10,25,19,0,0,0,0,,96.2,444,125,91,39,9,3,0,90,8.38,3.63,2.31,1.40,20.3,8.8,11.5,1.70,0.378,5.05,4.28,41.2,40.9,11.8,sa3016216
Victor Juarez,COL,"AA,AAA",22,7,3,3.53,37,1,0,0,4,1,,81.2,326,73,35,20,6,3,4,71,7.82,2.20,3.55,0.99,21.8,6.1,15.6,1.14,0.291,3.98,3.74,43.3,36.6,13.1,sa3016226
Ismael Luciano,COL,"A,CPX",22,3,2,5.60,23,7,0,0,1,1,,62.2,299,72,51,39,6,8,0,48,6.89,5.60,1.23,0.43,16.1,13.0,3.0,1.77,0.340,5.29,5.44,49.2,27.6,7.7,sa3016227
Jaydenn Estanista,PHI,"A+,AA",23,2,2,4.84,40,0,0,0,6,2,,44.2,192,34,26,30,2,4,3,47,9.47,6.04,1.57,0.81,24.5,15.6,8.9,1.43,0.275,4.55,4.35,30.3,35.8,14.2,sa3016230
Marlon Franco,SFG,CPX,22,4,3,5.00,14,5,0,0,0,3,,54,246,72,30,16,3,5,0,51,8.50,2.67,3.19,0.83,20.7,6.5,14.2,1.63,0.392,4.87,4.79,45.1,38.9,13.4,sa3016242
Jose G. Gonzalez,SFG,DSL,23,3,1,5.12,19,0,0,0,6,3,,31.2,134,20,19,21,3,14,0,22,6.25,5.97,1.05,0.57,16.4,15.7,0.7,1.29,0.209,5.74,5.50,55.1,34.6,12.1,sa3016249
Austin Aldeano,CLE,A,21,2,2,6.89,23,0,0,0,0,1,,32.2,156,29,27,26,5,7,1,48,13.22,7.16,1.85,2.76,30.8,16.7,14.1,1.68,0.284,7.46,4.51,26.3,55.3,13.2,sa3016259
Christian Romero,LAD,"A+,AAA",22,5,4,4.98,25,15,0,0,0,0,,103,443,94,59,36,11,6,0,83,7.25,3.15,2.31,0.96,18.7,8.1,10.6,1.26,0.275,4.77,4.83,39.7,37.7,9.6,sa3016260
Jose Olivares,MIN,A+,22,6,6,4.38,22,21,0,0,0,0,,90.1,388,66,47,57,2,8,2,107,10.66,5.68,1.88,0.40,27.6,14.7,12.9,1.36,0.284,3.57,3.88,44.5,37.2,15.1,sa3016267
Juan Martinez,CIN,"A,A+",22,2,4,5.59,15,9,0,0,1,1,,56.1,254,55,37,33,4,7,2,38,6.07,5.27,1.15,0.64,15.0,13.0,2.0,1.56,0.291,5.08,5.45,36.4,39.2,7.3,sa3016278
Keythel Key,LAA,"A+,AA",21,5,9,5.56,28,17,0,0,0,2,,100.1,468,100,70,64,13,4,5,113,10.14,5.74,1.77,1.08,24.1,13.7,10.5,1.63,0.331,5.05,4.77,39.8,36.5,12.7,sa3016282
Juan Rojas,BAL,A+,21,4,8,4.43,23,14,0,0,0,0,,85.1,390,95,46,41,4,13,3,70,7.38,4.32,1.71,0.63,17.9,10.5,7.4,1.59,0.331,4.25,4.46,41.1,33.0,12.1,sa3016285
Yendy Gomez,LAA,"A+,CPX",21,4,4,4.15,26,0,0,0,2,2,,39,166,37,23,11,3,1,0,37,8.54,2.54,3.36,0.23,22.3,6.6,15.7,1.23,0.316,3.80,4.46,43.8,36.2,11.6,sa3016287
Jose Geraldo,SEA,"A,A+",25,3,4,4.25,39,0,0,0,7,2,,48.2,218,42,32,18,6,2,1,55,10.17,3.33,3.06,1.11,25.2,8.3,17.0,1.23,0.271,4.59,4.21,45.5,40.2,14.5,sa3016295
Nathanael Cruz,BOS,A,22,1,2,5.08,20,0,0,0,3,2,,28.1,134,29,18,19,2,1,1,31,9.85,6.04,1.63,0.64,23.1,14.2,9.0,1.69,0.338,4.52,4.60,33.8,45.5,9.8,sa3016457
Giussepe Velasquez,PHI,"A,CPX",22,3,4,4.47,13,9,0,0,0,0,,50.1,211,44,27,17,2,0,0,41,7.33,3.04,2.41,0.89,19.4,8.1,11.4,1.21,0.267,4.35,4.04,41.9,36.8,14.8,sa3016463
Adrian Quintana,SEA,A,22,7,4,4.41,36,0,0,0,0,2,,49,216,47,27,23,3,5,0,43,7.90,4.22,1.87,0.92,19.9,10.6,9.3,1.43,0.296,5.17,4.67,47.9,32.6,9.2,sa3016465
Luis Gutierrez,SDP,"A,A+,AA,AAA",21,5,6,3.31,25,21,0,0,0,0,,125,527,107,59,44,9,2,1,115,8.28,3.17,2.61,0.58,21.8,8.3,13.5,1.21,0.282,3.93,4.00,47.4,32.9,11.1,sa3016469
Samuel Mejia,ATL,"A,AA",23,6,5,4.35,24,5,0,0,3,1,,72.1,298,47,39,31,5,3,1,81,10.08,3.86,2.61,0.75,27.2,10.4,16.8,1.08,0.234,3.88,3.64,36.0,42.3,16.0,sa3016475
Bryan Magdaleno,TEX,AA,24,2,0,6.31,36,0,0,0,2,2,,35.2,186,32,31,44,6,15,2,45,11.36,11.10,1.02,0.00,24.2,23.7,0.5,2.13,0.352,5.13,5.81,52.8,21.3,9.9,sa3016478
Jarold Rosado,CHW,"A+,AA",22,3,0,4.45,28,0,0,0,1,4,,32.1,153,28,21,27,2,5,1,32,8.91,7.52,1.19,0.28,20.9,17.6,3.3,1.70,0.297,4.40,5.23,42.7,41.6,13.1,sa3016502
Miguel Ullola,HOU,AAA,23,7,6,3.88,28,23,0,0,1,1,,113.2,492,75,49,78,4,7,0,131,10.37,6.18,1.68,0.55,26.6,15.9,10.8,1.35,0.250,4.63,5.65,34.5,41.1,11.1,sa3016504
Jhonny Jimenez,LAD,"A,CPX",21,3,2,2.66,33,1,0,0,7,2,,47.1,209,37,22,26,2,4,0,45,8.56,4.94,1.73,0.38,21.5,12.4,9.1,1.33,0.261,4.48,4.95,36.7,43.0,12.7,sa3016506
Patricio Aquino,MIL,A+,22,5,3,4.16,33,2,0,0,3,2,,67,303,74,37,27,12,2,3,57,7.66,3.63,2.11,0.27,18.8,8.9,9.9,1.51,0.351,3.84,4.39,44.1,31.4,11.2,sa3016510
Wilson Betemit Jr.,KCR,DSL,21,0,4,6.23,13,8,0,0,0,0,,26,130,32,23,18,3,5,0,17,5.88,6.23,0.94,0.69,13.1,13.8,-0.8,1.92,0.333,6.15,6.33,29.1,52.3,13.0,sa3016512
Eliander Alcalde,TOR,"A,CPX",21,1,3,5.02,16,1,0,0,2,0,,37.2,169,37,22,18,4,1,1,37,8.84,4.30,2.06,0.72,21.9,10.7,11.2,1.46,0.318,4.37,4.23,40.7,31.5,12.7,sa3016519
Felix Arronde,KCR,A+,22,5,7,2.80,26,24,0,0,0,0,,128.2,517,97,45,42,6,7,1,101,7.06,2.94,2.40,0.63,19.5,8.1,11.4,1.08,0.245,3.87,3.77,41.4,29.3,12.1,sa3016526
Henry Baez,OAK,AA,22,5,3,2.39,23,23,0,0,0,0,,109,436,79,35,35,9,7,1,100,8.26,2.89,2.86,0.25,22.9,8.0,14.9,1.05,0.263,3.19,3.65,52.6,24.7,10.1,sa3016584
Jean Munoz,SEA,A,22,1,2,4.61,37,0,0,0,4,2,,41,198,37,23,35,5,7,0,44,9.66,7.68,1.26,0.22,22.2,17.7,4.5,1.76,0.319,5.10,5.55,44.4,33.3,10.5,sa3016594
Steven Sanchez,SEA,"A,CPX",21,4,1,3.17,22,1,0,0,0,0,,48.1,205,47,20,12,1,0,0,49,9.12,2.23,4.08,0.37,23.9,5.9,18.0,1.22,0.319,3.62,3.87,48.6,30.7,14.3,sa3016595
Michael Vilchez,LAD,A,21,1,2,6.09,30,0,0,0,1,1,,44.1,202,38,37,26,8,4,1,46,9.34,5.28,1.77,0.81,22.8,12.9,9.9,1.44,0.288,5.40,5.11,46.6,38.1,10.6,sa3016605
Bryan Mena,COL,A,21,3,8,5.62,29,18,0,0,0,0,,107.1,498,124,77,57,12,12,0,97,8.13,4.78,1.70,0.75,19.5,11.4,8.0,1.69,0.356,5.21,4.95,45.1,31.1,10.2,sa3016613
Ronny Oliver,STL,CPX,21,0,2,4.11,11,6,0,0,2,1,,30.2,132,20,18,15,6,3,1,40,11.74,4.40,2.67,0.29,30.3,11.4,18.9,1.14,0.271,3.44,3.57,46.9,32.8,13.9,sa3016624
Jhoniel Serrano,MIA,CPX,21,0,2,9.39,12,7,0,0,0,1,,23,124,15,27,31,12,17,2,33,12.91,12.13,1.06,0.00,26.6,25.0,1.6,2.00,0.313,6.31,6.84,45.5,34.1,13.4,sa3016710
Samuel Fabian,STL,"A,CPX",22,2,4,6.94,17,1,0,0,0,2,,36.1,183,38,33,30,4,9,0,35,8.67,7.43,1.17,0.25,19.1,16.4,2.7,1.87,0.327,4.80,5.26,43.6,30.9,12.8,sa3016711
Alessandro Ercolani,PIT,AA,21,1,8,4.04,25,21,0,0,0,0,,100.1,434,84,48,39,9,3,2,68,6.10,3.50,1.74,1.08,15.7,9.0,6.7,1.23,0.235,4.92,5.29,26.1,53.2,9.2,sa3016714
Natanael Polanco,MIA,"A,AA,CPX",22,3,5,5.63,23,1,0,0,2,1,,46.1,206,34,35,41,3,5,1,46,8.94,7.96,1.12,0.58,22.3,19.9,2.4,1.62,0.274,5.23,5.13,48.2,30.9,12.9,sa3016715
Kendry Rojas,TOR,"A,AA,AAA,CPX",22,2,5,4.70,19,18,0,0,0,0,,69,312,75,42,32,5,5,1,90,11.74,4.17,2.81,0.91,28.8,10.3,18.6,1.55,0.382,3.77,3.50,42.0,27.6,15.0,sa3016746
Leandro Lopez,TEX,"A+,AA",23,3,4,2.40,23,22,0,0,0,0,,101.1,401,71,32,41,0,4,3,116,10.30,3.64,2.83,0.62,28.9,10.2,18.7,1.11,0.270,3.24,3.24,51.3,33.2,14.4,sa3016748
Oscar Rayo,KCR,AA,23,2,4,3.70,35,3,0,0,1,3,,87.2,364,77,37,35,5,2,1,67,6.88,3.59,1.91,0.72,18.4,9.6,8.8,1.28,0.280,4.33,4.54,46.5,34.3,10.1,sa3016749
Pedro Da Costa Lemos,SEA,"A,A+",22,5,3,3.63,35,0,0,0,1,2,,67,290,59,31,26,6,3,0,74,9.94,3.49,2.85,0.81,25.5,9.0,16.6,1.27,0.298,4.24,4.17,38.9,38.3,12.3,sa3016781
Yondrei Rojas,TOR,"A+,AA",22,1,1,1.43,30,0,0,0,7,1,,37.2,145,22,6,11,1,2,0,47,11.23,2.63,4.27,0.24,32.4,7.6,24.8,0.88,0.247,2.19,2.69,53.5,27.9,13.5,sa3016783
Gabriel Rodriguez,CHW,A,21,4,2,4.43,28,4,0,0,1,0,,67,299,61,36,39,9,5,5,49,6.58,5.24,1.26,0.67,16.4,13.0,3.3,1.49,0.284,5.23,5.25,35.2,42.3,9.2,sa3016784
Andrew Moore,CIN,"AA,AAA",25,3,4,5.17,39,0,0,0,1,2,,47,221,33,28,43,6,7,1,68,13.02,8.23,1.58,0.38,30.8,19.5,11.3,1.62,0.304,4.21,4.36,42.6,25.7,11.7,sa3016795
Roiber Talavera,SEA,CPX,21,4,2,5.60,14,2,0,0,0,1,,27.1,135,28,22,20,6,2,1,20,6.59,6.59,1.00,0.99,14.8,14.8,0.0,1.76,0.291,7.31,7.07,38.1,42.9,11.6,sa3016799
Jeferson Figueroa,MIL,A+,24,3,3,5.53,26,0,0,0,1,1,,42.1,199,34,30,42,2,3,1,32,6.80,8.93,0.76,1.49,16.1,21.1,-5.0,1.80,0.233,7.16,6.56,27.9,54.9,11.2,sa3016811
Elvis Novas,KCR,A,22,1,1,5.23,27,0,0,0,2,2,,43,192,49,28,13,5,3,2,48,10.05,2.72,3.69,0.42,25.0,6.8,18.2,1.44,0.379,3.20,3.25,42.5,29.2,11.6,sa3016816
Douglas Orellana,NYM,"AA,AAA",23,4,1,2.96,41,1,0,0,5,1,,51.2,218,39,21,30,1,5,0,63,10.97,5.23,2.10,0.35,28.9,13.8,15.1,1.34,0.303,3.23,3.91,39.2,35.8,13.3,sa3016817
Gabriel Reyes,DET,A,21,4,1,2.40,19,16,0,0,0,0,,78.2,316,53,26,28,6,0,2,71,8.12,3.20,2.54,0.46,22.5,8.9,13.6,1.03,0.237,3.70,3.67,55.4,23.0,11.7,sa3016833
